Id,Sales
121,7683.374786840533
122,5511.587201943651
123,6922.648250448641
124,7307.509049936336
125,6685.923943830253
126,4173.895593445306
127,5402.202943523963
128,7873.796235755722
129,6029.596812163178
130,3898.0856787844004
131,8122.403348286454
132,6540.370641908541
133,6199.53755824641
134,6367.057049110741
135,5383.408240543436
136,7122.246514879224
137,7648.895371146154
138,6235.664176056395
139,5160.906430315419
140,5258.710512631241
141,6605.886595039093
142,3962.473355772278
143,5766.350074351753
144,5208.557670267604
145,9000.442992483335
146,7551.707994863073
147,6380.8741556317445
148,10923.44048929341
149,5349.2968917458775
150,4865.843208094636
151,10349.37898004961
152,7024.828274240058
153,8172.970875658439
154,7499.633410920098
155,5114.087590428009
156,5886.388459348292
157,5544.585613908686
158,7691.58586868998
159,10983.936285545535
160,4815.005216676239
161,3503.7273489109384
162,4146.386439448212
163,8573.230424218287
164,9220.874122789992
165,6224.152840025624
166,7347.341383638815
167,5250.112944746983
168,5295.326336823481
169,3173.48986952454
170,4700.421444546806
171,5479.806242300681
172,7385.986715844436
173,6659.916254094098
174,6632.360572664926
175,7627.755503700407
176,8816.39117196734
177,7356.0354863245075
178,4879.982808337404
179,9190.654826480644
180,11348.584657774292
181,5633.2916664359545
182,7397.6082126440815
183,5269.7039049738705
184,6484.458869593904
185,4406.825744132972
186,7026.963854746263
187,5114.222336458593
188,8148.483056278449
189,7761.4667730513365
190,8058.053133479374
191,7196.310860887722
192,4832.764021735478
193,9047.340414222022
194,17523.057939678667
195,10072.75283902453
196,5574.6830409682425
197,3319.1450445309797
198,6114.629677292765
199,8685.680337541358
200,5886.615770731797
201,15897.511660907468
202,27503.724061113593
203,4138.542919391225
204,5557.187447204352
205,8311.542926977072
206,4939.222221902703
207,8454.333437041767
208,6350.337816625365
209,7060.09320173646
210,5748.276088427081
211,6741.402901430927
212,6306.572974831161
213,6605.189670203835
214,9240.976338095481
215,6039.653238905498
216,5096.660377182842
217,7227.0376737792085
218,5334.971370668835
219,4809.437450450529
220,7934.278331824221
221,5662.649946943544
222,5844.664432523059
223,7181.834825540184
224,5857.947053196542
225,5463.927842923868
226,6810.607809213607
227,7281.500608727641
228,8468.441180228374
229,6598.584464028071
230,6733.329147130152
231,4834.15853896984
232,3625.3967810849904
233,5785.471312525915
234,6726.615496888282
235,5673.277317200118
236,4771.370132109538
237,8654.175407118002
238,6701.001425726647
239,7212.505612534763
240,6210.766274719975
241,5600.430122176208
242,5078.25217192289
243,4112.27458593246
244,9991.938688361239
245,5150.062157843336
246,7077.238982126881
247,13687.228433082408
248,6931.943521602557
249,6315.089726885445
250,5921.040735087563
251,4534.060322857503
252,7026.007930467874
253,3804.657821414703
254,5549.5345714414625
255,9715.370085817789
256,5256.393148277832
257,15086.429977496386
258,13030.218248233537
259,4598.168960973781
260,6416.501881908464
261,4845.871053373574
262,5998.883742033362
263,5517.521768045574
264,11727.242396393582
265,7700.539742210109
266,9515.465051527712
267,4509.679602683453
268,7160.6384709144
269,5152.119213479433
270,9209.319581012754
271,7059.735279592074
272,5898.07197581423
273,6147.790630800101
274,7746.622780550669
275,8019.309615788947
276,8507.571532770136
277,5855.192764968743
278,9776.790812011346
279,6521.736331061732
280,9459.819167308044
281,5164.868758685462
282,5223.4035785018195
283,5075.048136712986
284,10220.863084995335
285,6075.035486851729
286,7881.170517839128
287,6265.283939493648
288,8830.635364026635
289,4611.326454169466
290,7554.756530624785
291,6565.045321190689
292,4184.243785020286
293,13420.8215019424
294,15284.777310688276
295,7322.30493167516
296,6919.160483125247
297,9567.847216314856
298,10002.670647589695
299,10789.298206234294
300,5676.6561616799745
301,7505.498687545683
302,5633.337766805834
303,8324.744125837913
304,4167.932457580564
305,5649.312918346165
306,4914.762193803044
307,5749.982155311479
308,7309.990327489639
309,4781.554733458748
310,4594.954471764948
311,6644.777184760723
312,3927.0866407005374
313,5149.3572753510525
314,5684.628715903303
315,6659.505400731374
316,8904.726325654363
317,8334.688772877955
318,6874.2406814400165
319,6129.393602041485
320,5119.285335785075
321,11055.00567637584
322,7144.879593059894
323,5478.749623038418
324,4711.385088829074
325,8229.527609971343
326,4064.3079940431107
327,7344.030461356962
328,3482.211013667077
329,5006.128493936368
330,7825.422620544494
331,6271.90142996184
332,5392.9364077452565
333,8601.443389822687
334,9829.513817380523
335,11905.495670350156
336,4516.505073051067
337,9888.694653884058
338,3200.7469141030015
339,5689.517284795865
340,6872.386070916449
341,4889.949341559177
342,7565.151979622802
343,4959.055948177026
344,4610.505333521274
345,8237.851840834666
346,10265.76569130823
347,9642.270108853229
348,5258.457214523999
349,4310.859352472515
350,9167.265670590994
351,7565.833890958359
352,5869.577687457021
353,5175.218413546532
354,7132.973879870178
355,8901.40205784652
356,4701.278431660391
357,6063.212688810325
358,7370.974519443959
359,7715.096659819599
360,12167.631567660997
361,4924.897371865365
362,11991.787846666848
363,6625.474510715493
364,5177.575142484256
365,3597.49572645385
366,6132.486034518572
367,6352.030310028487
368,5144.446217692631
369,6313.925317819507
370,5042.865748221506
371,4634.800477454391
372,6753.145770110828
373,3340.579546586573
374,7690.727088611025
375,6971.440983149451
376,7590.02537011329
377,8769.650909235252
378,5738.510319636502
379,8485.796571472501
380,6239.49097591158
381,5669.708581480689
382,5636.268545461722
383,5032.426411042191
384,10262.140010519348
385,6605.820451713539
386,5218.194081552124
387,7148.758731142009
388,8082.713715161754
389,7009.170941990286
390,6050.972563972609
391,8132.265461511431
392,5153.218375645038
393,6064.919431883295
394,6201.895298760734
395,8344.696305938864
396,5920.079810559873
397,5543.525543945607
398,6136.473841465917
399,4594.951634534367
400,3652.974789713443
401,5490.50889788062
402,8633.285210926178
403,6433.906040299964
404,10372.091387347413
405,10225.12144592339
406,7326.4302436692
407,6721.8921332536565
408,4950.473432913423
409,10060.850465808511
410,10624.035000271213
411,7630.13462866476
412,8237.749372316526
413,7995.504299731585
414,6242.051430380385
415,3881.8866797282085
416,10843.067501545189
417,6206.4639613530135
418,6340.929878345023
419,6191.361009241429
420,3010.9801239125245
421,10736.90506676623
422,5805.901410799789
423,4903.135824074027
424,4734.6970155176905
425,5780.583305709341
426,6188.367366927967
427,7898.6664085688335
428,7437.870883775354
429,5310.401117472537
430,4782.308804767543
431,4248.233543093498
432,3275.9727703853005
433,6980.128307918423
434,20090.22850468643
435,4445.6586059220235
436,5526.502365513783
437,6279.78277678809
438,5463.876194718292
439,5431.338956894093
440,4774.047245638965
441,4120.627465584599
442,7665.531316021211
443,6809.140961143352
444,4216.20611988589
445,9500.366787463228
446,5582.537735975205
447,4368.166886395235
448,8738.56390030673
449,7691.502475650113
450,8705.326588388458
451,5565.068680122674
452,6439.303674517078
453,4927.7441329621415
454,4671.970576933695
455,13382.42417116964
456,9766.987406885253
457,5787.889005645735
458,5430.348173727363
459,4977.604337823362
460,5781.296693733615
461,4732.577567760413
462,9144.929556071038
463,4795.869792693232
464,5630.983112038028
465,6467.376385375566
466,4903.25451819133
467,6241.913121909707
468,7409.102881240628
469,7194.994293579157
470,7540.027763728741
471,4359.091737649981
472,5647.352665904413
473,6601.0439028149485
474,9380.29279857339
475,8362.356125000664
476,6695.568359375915
477,4602.728791472134
478,8267.66163769473
479,5883.759334733601
480,4114.231891187884
481,7191.1056018483005
482,6870.8656179632635
483,6388.778664052326
484,5884.970908805603
485,6374.4596859631065
486,6549.618768997733
487,5275.129959140127
488,7181.404713218472
489,7022.51882478857
490,6264.9822578177655
491,9486.460057932523
492,6083.621334765724
493,4658.235675636557
494,11712.466590688422
495,5566.711553636281
496,3596.892724885508
497,7436.843902351622
498,8463.129388322637
499,10857.998035779106
500,4907.126184916732
501,5471.284661620762
502,6130.094185062849
503,7123.056235662224
504,5755.7591528059975
505,8525.031713840102
506,3491.079750582431
507,6042.573938798788
508,5873.5002840302905
509,5476.335061589892
510,5154.6959047238515
511,6823.933163867355
512,8519.786535632555
513,5503.9917757899475
514,7997.773310364098
515,7273.055963624836
516,8037.581665273767
517,4893.268034105692
518,6780.898499072957
519,6574.5674949038
520,7572.536941810627
521,7959.940302437377
522,3962.637984952673
523,11338.14081999133
524,7104.047713221023
525,7809.574881336381
526,4598.404373350098
527,3762.72617269574
528,7825.180050429943
529,6168.130586597867
530,8811.372433129487
531,6936.202657876462
532,5613.867709385411
533,8169.424356272891
534,6547.721404853337
535,6949.887416811638
536,7946.917916108869
537,5853.188493513758
538,8724.561585178124
539,11073.97170547073
540,7511.742174238597
541,4250.024393687106
542,5945.854137504635
543,4342.817273764209
544,3385.2398655126526
545,8014.446010571617
546,5480.553743084768
547,8310.426526646677
548,4503.732956099139
549,6805.013446875055
550,6143.909931341641
551,9197.857781416404
552,4821.136723605866
553,5545.8421012462695
554,5675.98295481439
555,7091.745710564619
556,5676.532115466843
557,6402.401192409484
558,6992.799904126515
559,9210.229880519366
560,7242.720455803008
561,6918.284082054838
562,5183.727350294482
563,4632.060953317808
564,5386.613990760824
565,11092.003756657321
566,8959.35706426105
567,6457.310597635055
568,19845.820180826886
569,5732.277460293054
570,5119.586436271937
571,6115.785793693515
572,8175.415286996275
573,10257.689462436045
574,7145.123803936247
575,7932.1663843605875
576,8025.844091984147
577,7319.991647966915
578,6223.5566809487045
579,5885.0817651803145
580,4985.072379271684
581,4952.01803638281
582,4068.601286460487
583,5179.665679025895
584,8390.275867627162
585,15962.636222847525
586,6630.809426324565
587,4831.673040062224
588,7190.610643979776
589,4423.415440587514
590,5256.387463022087
591,4048.2575349188214
592,8706.927748146953
593,6370.052343651085
594,5673.969262447576
595,12204.02976854008
596,13990.023636736172
597,5027.477527386061
598,7005.565966192213
599,3954.8585702084356
600,5078.2746779128265
601,4940.645991472687
602,8758.848777095041
603,4888.778672592906
604,4460.083341358552
605,5660.090970410312
606,5471.712619631914
607,6884.200114843732
608,6913.303037926866
609,3624.1340788674997
610,7009.15779149818
611,8232.749812839442
612,7375.544568038704
613,5018.15072889438
614,4888.745687952045
615,7250.079330639017
616,4986.6707810693715
617,9165.203998498739
618,4763.977429524043
619,4971.895917908334
620,6128.503573579565
621,5907.268698981803
622,4535.019808322785
623,5870.958781843599
624,6891.688395634638
625,8942.142080635795
626,9391.379881264998
627,5722.6010204112
628,3907.26272014746
629,5840.098158140989
630,6871.963455878602
631,4904.953947052363
632,6761.3455796172775
633,5565.727329952029
634,11485.92724742937
635,6586.5025294863235
636,5560.408946078486
637,7183.772564826296
638,4879.077222668563
639,8472.408169212138
640,5938.105091906188
641,12814.560816540354
642,6445.988711111893
643,5562.2086911675215
644,5161.696614361112
645,4032.893042414354
646,6693.386978015018
647,17976.80275024304
648,4529.6022121914
649,4842.2124754412835
650,9251.568075179219
651,6470.478393920908
652,6760.643896123851
653,7923.338068881073
654,6272.921734837933
655,5883.026530630783
656,4747.701015064371
657,9428.864997759425
658,6214.17558247228
659,7222.494546256137
660,7817.886019178632
661,4932.266287046081
662,7367.169004984722
663,5941.259200816048
664,3898.1060606242836
665,7882.931685752253
666,6645.341790545818
667,4638.502216868157
668,7647.983092073232
669,6963.059678388068
670,3855.5454207348457
671,9045.687726793432
672,6153.948990761484
673,7782.199676581043
674,4657.9293563469555
675,5299.8843288724065
676,5626.98647919212
677,4061.620837518085
678,7600.306099280469
679,4292.116519848109
680,5741.067249159323
681,4680.556469156617
682,5849.220761293465
683,5893.924389475077
684,6537.625366944377
685,6839.500344676968
686,8283.275888363218
687,5886.132878253121
688,7017.327304459137
689,6497.271539588889
690,8281.414417612788
691,9391.442960947057
692,6071.148979646991
693,3307.9078872923415
694,6215.270093817126
695,6573.165610754768
696,4051.6182237075823
697,8349.640368225722
698,5213.472244942993
699,7092.873331215223
700,10244.701513448355
701,6332.45247754745
702,4301.572269171583
703,11873.411955266543
704,8796.648227249
705,4983.820276678295
706,8373.751593763138
707,9514.473852818657
708,6022.4068473702755
709,4988.729297899501
710,6639.574664686671
711,5788.225763621991
712,6012.197989315921
713,7232.03864598468
714,4709.4366162612
715,6899.051267182867
716,7506.6172877491845
717,6402.910611274744
718,7785.340403451569
719,5335.084934682093
720,6823.7531135840045
721,3718.157823540973
722,7881.483539190661
723,6652.251314396995
724,5279.805640052255
725,6277.3561557989615
726,7265.556856934466
727,8978.032604111328
728,5858.576729435222
729,5296.220632444651
730,6024.25015347429
731,6850.8589339555365
732,7242.602569340384
733,4118.5008902676445
734,4414.545770380935
735,7687.17871932671
736,10181.573521300388
737,5941.332039954965
738,8256.899992608109
739,6040.777400079341
740,6581.751625363197
741,4925.673112054674
742,3429.1350229850846
743,6666.092563764311
744,6461.20072153428
745,6721.894021997683
746,9394.779342520136
747,7741.021662395098
748,4651.85623902598
749,8097.956542065351
750,3545.840326258476
751,3225.94058398465
752,7113.817766990924
753,12086.512588360001
754,7521.346397614078
755,7096.412161335776
756,4793.829579960746
757,6612.662288738626
758,8688.147609070205
759,6382.694632338181
760,8499.07144366922
761,5276.724457141198
762,4936.086237201608
763,5728.858645530974
764,5399.8424037151235
765,5697.7475435980505
766,4951.10371535885
767,4753.156393702944
768,4506.729962017309
769,7414.411603757451
770,7196.430551747232
771,5283.671824820529
772,6148.130866390033
773,6674.272021851136
774,5407.1408039205935
775,4905.235998026721
776,8147.455618003052
777,7120.468326283566
778,6235.106725839619
779,3899.6962026984806
780,11328.095088377648
781,6140.915741547342
782,5732.8438565174465
783,8939.923777240469
784,7764.085241969781
785,7170.98662501191
786,5563.377254879861
787,7246.078332860115
788,10102.327633383347
789,13230.731607704362
790,5129.733804699412
791,5051.822465557861
792,4988.613164911138
793,6108.299333114921
794,5705.522603104314
795,7284.294050861598
796,8542.896594471413
797,6023.21424115114
798,4256.394074316191
799,6625.787354080406
800,7291.7098807417005
801,4952.953009567731
802,6946.075614032484
803,3974.129621681601
804,6978.68359397181
805,8131.738224759154
806,7001.110463493772
807,8425.646133061191
808,5647.09322808663
809,4204.148030248641
810,5513.65522858428
811,7333.7572801615515
812,9021.42371952929
813,7077.351386535258
814,8040.718661735958
815,6399.834391723147
816,4309.074179881149
817,9185.64631797413
818,4568.906266322605
819,10542.284669559811
820,5968.897177519162
821,4549.983014723904
822,6668.995441025415
823,5886.061886207355
824,6895.025458169388
825,8189.482428795124
826,4185.646486370317
827,4462.095181442223
828,7495.402318349021
829,8178.57639260167
830,10088.769551077843
831,4792.168077938339
832,5681.945419512759
833,6237.526109923336
834,6262.6116252209185
835,5486.330581607646
836,10156.980266597477
837,7560.8233492939
838,11436.91521711234
839,4464.592801237393
840,5424.964619686682
841,12994.79539591728
842,7548.0491192649
843,5277.25996316136
844,9724.34608789265
845,6569.55824310742
846,4882.750010835637
847,5253.630229165587
848,5078.06737708492
849,4649.09941438841
850,6321.954832066326
851,5005.927905959494
852,4786.084071492488
853,9678.073429382355
854,6088.104845284252
855,20382.072493379834
856,6585.024390270779
857,4358.538517396791
858,6610.861511881821
859,7914.635636736086
860,6253.012448323931
861,6515.088849108019
862,5187.383060637009
863,6679.61717645326
864,6727.786696189829
865,4910.2136531665465
866,5380.1242805138945
867,5842.998824923056
868,7972.039165238078
869,6437.862324186916
870,8632.842708530901
871,5630.176472187657
872,4613.249625818236
873,5686.219858046878
874,8736.05294926728
875,10865.849619669705
876,9236.301000363444
877,7588.347643763893
878,4043.429946792611
879,5007.617384065253
880,4601.105881395466
881,7250.294281804865
882,10190.392290129541
883,9372.838563599349
884,5852.1039860389565
885,4754.482695633438
886,3946.3104182316765
887,5451.467485453056
888,9449.995969483825
889,6527.176781285245
890,5025.916774180681
891,5273.883023514719
892,7259.452688695219
893,3590.111672840922
894,7081.7788448443835
895,4564.758485348784
896,6835.355328725789
897,6463.258269012671
898,4492.423866781535
899,7302.707085676042
900,6887.128797417536
901,4678.903685734338
902,6491.564354286872
903,6225.503201429263
904,9759.356321489711
905,5879.924190914837
906,7669.770154810861
907,6338.524152031777
908,9031.608523855053
909,6186.707577171656
910,8353.232162912811
911,4812.588828023907
912,4196.995499243243
913,5751.952306425869
914,5132.922952173547
915,8818.795639564818
916,7379.477375451421
917,5625.854898465653
918,7483.107043120639
919,6783.544886340431
920,8746.20237477938
921,3790.1962227477607
922,11696.37094526206
923,4433.37325175348
924,6106.779383738467
925,7807.159015941332
926,5144.627212457824
927,6155.508241746883
928,5704.167576605024
929,6797.359941530437
930,4756.8206736448465
931,5311.944271480748
932,8051.849380261795
933,6774.773742938398
934,6990.678102866186
935,4967.907125765801
936,6808.386223098995
937,11446.803425514385
938,5690.310538574283
939,4059.8221815312295
940,6311.037366534171
941,5517.9628054682535
942,6166.018844766449
943,7716.007252680524
944,3845.189863892972
945,7437.980952461014
946,5181.797130446745
947,7086.8862721075975
948,6504.37501405079
949,4674.308956778575
950,5212.76158059932
951,5211.512944912194
952,7543.243797124482
953,9015.919807573417
954,5190.008214792311
955,4744.545532426726
956,7093.750529925118
957,5791.092390513364
958,5659.006813831188
959,8470.667399193384
960,6969.366222463894
961,6796.372656975862
962,5517.682103585876
963,4300.270994209534
964,6583.931577227982
965,7220.679999589717
966,7577.614919208411
967,7636.30769105971
968,7634.154315394136
969,5810.371980432208
970,7516.500401003356
971,5627.68483269006
972,6473.283776320928
973,8275.703913416615
974,6818.324330690359
975,8990.15459814392
976,7613.6623214568235
977,7567.905129372729
978,5223.784980857866
979,6548.311632115943
980,6931.772046987414
981,6672.6279258189625
982,4168.20630306725
983,5041.144146241607
984,7901.627282742408
985,5816.777963940708
986,3701.13060091128
987,7761.87517629065
988,6590.719143415938
989,6159.854281483762
990,6025.465276815092
991,5193.802152801702
992,6764.089731929357
993,7283.886390880778
994,6192.201811484245
995,5007.673528473786
996,5236.2404700979905
997,6287.95897328547
998,3926.4590318855317
999,5471.732041982914
1000,5000.678469892817
1001,8629.730050143313
1002,7623.032429859843
1003,6334.918227629742
1004,11179.524599838462
1005,5539.100464580862
1006,4494.192136142196
1007,9882.355729795076
1008,6813.954794537464
1009,7865.327337869538
1010,7234.271960195305
1011,4823.689546131779
1012,5736.324724347738
1013,5522.398175724592
1014,7055.0229664997805
1015,10533.576222813514
1016,4604.886783771554
1017,3303.7494935599134
1018,3992.7937265584214
1019,8113.150674790315
1020,8706.117313586577
1021,6124.998862454729
1022,7019.983763922724
1023,4933.82301820039
1024,5230.48799297575
1025,3045.177068598739
1026,4551.398292717341
1027,5200.151901313859
1028,6985.626645349577
1029,6611.214307231476
1030,6393.607972702335
1031,7200.102260505491
1032,8334.959130311212
1033,6965.225413971537
1034,4858.380982678601
1035,9042.692015561966
1036,10990.748562791146
1037,5458.586026135072
1038,7136.760811793
1039,4950.606553088314
1040,6158.660256824585
1041,4198.8064724501555
1042,7085.068959996517
1043,4936.376363089716
1044,8114.509382613319
1045,7317.0328888740905
1046,7728.481194367662
1047,6856.447005798662
1048,4509.012818918519
1049,8795.83973416364
1050,16897.577107040353
1051,9574.802655809583
1052,5311.190375233983
1053,3222.631281613612
1054,5869.498513767588
1055,8287.149851625963
1056,5818.188832031318
1057,14823.584345867312
1058,25206.058840678234
1059,4161.902624153649
1060,5515.59434531151
1061,7994.2137078861915
1062,4827.614660053897
1063,8025.86128166648
1064,6079.315426610445
1065,6707.3364113326215
1066,5186.882036148806
1067,6626.164761482638
1068,6347.793980939541
1069,6275.166200669578
1070,9341.039298915404
1071,5549.579652431228
1072,4847.684832393012
1073,7282.352271098302
1074,5319.843584323424
1075,4833.180068763244
1076,7932.789015268494
1077,5613.160971253195
1078,5728.653045275368
1079,6932.3602067282345
1080,5714.01003386367
1081,5545.796777593278
1082,6554.39376679188
1083,7141.7043378636645
1084,8243.129041472928
1085,6241.27732291473
1086,6626.775584437082
1087,4705.316561288751
1088,3479.6874448986778
1089,5595.971334006891
1090,6532.512760377013
1091,5480.715710376053
1092,4688.870242591162
1093,8178.180338518452
1094,6530.797452043393
1095,7192.986531853616
1096,6148.289865370356
1097,5395.3506918901885
1098,4857.546411482935
1099,3995.738170260914
1100,9508.025549885997
1101,5031.590794617294
1102,6685.521502825417
1103,13133.259079323074
1104,6691.733729617895
1105,5858.997684232162
1106,5491.3675010525885
1107,4365.301644711358
1108,6673.346144899958
1109,3664.4859891952783
1110,5582.531720569324
1111,9333.965776287367
1112,5025.259989905936
1113,13993.07145611468
1114,12743.817314448317
1115,4499.031951646557
1116,6374.891020151352
1117,5052.280575329791
1118,5748.693034625452
1119,5308.175773982187
1120,11552.052256905552
1121,7218.4649930568585
1122,8821.983432745063
1123,4472.956950929592
1124,6775.541495903904
1125,4728.886577948124
1126,9138.639133852324
1127,6794.512606799736
1128,5664.384137977305
1129,5726.251454683059
1130,7196.87530800604
1131,7642.34412719631
1132,8108.062099338606
1133,5496.941318141501
1134,9444.376369669051
1135,6328.471260614031
1136,9071.176959802606
1137,5259.306480531152
1138,5277.289432113382
1139,4871.4476269105635
1140,10089.672592484058
1141,5839.3763394993075
1142,7472.871445117478
1143,6076.839188999823
1144,8421.862352010437
1145,4190.022388497486
1146,7098.845512517071
1147,6254.042627107615
1148,3882.2002265016386
1149,13230.658733547703
1150,14900.418592359303
1151,7307.60098444513
1152,6493.03851619492
1153,9115.90061156399
1154,9679.577006132198
1155,10226.27310331544
1156,5391.331327105128
1157,7215.71188261194
1158,5375.785670293534
1159,8068.798693239533
1160,3975.465335157242
1161,5363.37607285151
1162,4688.029314008153
1163,5775.34040341233
1164,7049.00465426621
1165,4709.487093115341
1166,4400.458474787265
1167,6344.21507366386
1168,3939.5349086962874
1169,4902.252396343233
1170,5556.065401787393
1171,6397.372021130306
1172,8716.551482757768
1173,8289.408287864808
1174,6908.70558318985
1175,5836.3741681426
1176,4973.420228416142
1177,10476.322212240659
1178,6777.50405000352
1179,5190.404943042404
1180,4611.25178744395
1181,7771.151909193484
1182,3934.906781652039
1183,6794.0525861137485
1184,3169.421133596623
1185,4866.588449159999
1186,7805.254917622512
1187,6097.6092508222455
1188,5268.403542393369
1189,8575.211860910551
1190,9240.37090597079
1191,11548.061432581278
1192,4398.056053729551
1193,9714.661797500712
1194,3079.7938787650355
1195,5479.206141356077
1196,6494.191419108211
1197,4531.232354807156
1198,7154.962133197554
1199,4725.462824583975
1200,4514.267681172251
1201,7806.9571643344725
1202,10008.171223324616
1203,8596.244271987054
1204,5208.791691637984
1205,4034.999674014065
1206,8940.795998680334
1207,7309.9089923374395
1208,5572.708353472984
1209,5094.591859102877
1210,7106.755692823176
1211,8487.100737982155
1212,4285.6390326998635
1213,5923.031096535799
1214,7114.419213808024
1215,7172.7481383144095
1216,11838.37154357876
1217,4772.834407667492
1218,11415.489459315451
1219,6550.9868725362585
1220,4867.943571736229
1221,3378.5503438569704
1222,5879.934013775606
1223,6215.30634752834
1224,4923.944246827392
1225,6086.95621653367
1226,4981.846296307361
1227,4355.190071582424
1228,6397.315752354286
1229,3230.7680920530106
1230,7799.719165434393
1231,6629.66791340847
1232,7690.000925553675
1233,8114.072360432609
1234,5420.469423873189
1235,8309.7738131953
1236,6300.369495934895
1237,5201.382430398294
1238,5467.868622166128
1239,5287.947320300772
1240,10049.746176086468
1241,6139.226280161367
1242,5004.996396328474
1243,6916.825429261132
1244,7588.262757077843
1245,6561.565069419841
1246,5981.450807788192
1247,7717.139641510879
1248,4981.5888306448105
1249,5839.177055371023
1250,6205.4072663173065
1251,7830.444381958313
1252,5535.948118152959
1253,5490.121692915517
1254,6043.801757220287
1255,4307.89404572138
1256,3495.700191976715
1257,5110.869837450709
1258,8493.385338525033
1259,6400.596454884135
1260,9788.593809298072
1261,9743.002997519097
1262,6971.474906153417
1263,6247.5181091233435
1264,4738.156833271028
1265,9618.950233373496
1266,10234.646799491384
1267,7609.616003730937
1268,7913.229372266158
1269,7437.087702712381
1270,6048.622231894094
1271,3700.0893225360246
1272,10926.994714694467
1273,6179.771514089843
1274,6136.547596034174
1275,6194.297418026242
1276,2845.1493457411802
1277,10122.074278401771
1278,5707.240490468755
1279,4845.53707753272
1280,4519.564552251983
1281,5698.888674058746
1282,5930.603571155953
1283,7839.531371858571
1284,6837.884271730328
1285,5026.81885219778
1286,4652.154228908525
1287,4108.542227509574
1288,3125.708430699108
1289,6641.905706708832
1290,19298.812461791786
1291,4218.943803074989
1292,5170.052274378838
1293,6014.608895827974
1294,5217.027611781402
1295,5243.61034840805
1296,4562.308726542861
1297,4002.2807019746874
1298,7583.111403974008
1299,6420.6865227386415
1300,4247.593548571869
1301,9093.774116321461
1302,5649.01149416708
1303,4139.770916131193
1304,8267.71065702972
1305,7564.415697674745
1306,8262.029927824375
1307,5562.2074990008305
1308,6391.841722075793
1309,4739.528695913589
1310,4395.575304933338
1311,13061.189851959458
1312,9825.24767086247
1313,5455.159137909404
1314,5305.908594756077
1315,4643.540468914405
1316,5517.572765354681
1317,4399.939720593652
1318,8690.388327155668
1319,4867.483814651982
1320,5532.13421017174
1321,6067.144506729002
1322,4684.661477828019
1323,6162.005661702523
1324,7330.404104875955
1325,6991.078008133951
1326,7080.351259567003
1327,4207.680720223142
1328,5577.420856043116
1329,6456.4672965097325
1330,9121.484145486076
1331,7855.349267505458
1332,6411.484336997948
1333,4733.593524837071
1334,8316.7611893673
1335,5674.362965186215
1336,3978.3587990130945
1337,6726.033149900034
1338,6453.26986775847
1339,6165.847786203622
1340,5748.637511256143
1341,6098.88564552999
1342,6399.137056335087
1343,4985.439692189562
1344,6976.098008647959
1345,6794.283773483876
1346,6186.588977781427
1347,9281.25578881793
1348,5915.573757122494
1349,4478.025130705864
1350,11061.384410782119
